341|4|3,302|3,800,000|14 Jul 2026
342|4|3,445|3,381,888|12 Sep 2023
346|4|3,687|3,343,888|28 Nov 2023
347|4|3,670|3,357,888|04 Sep 2023
349|4|3,666|3,477,910|08 Sep 2023
350|4|3,680|3,537,888|08 Sep 2023
353|4|3,606|3,351,888|28 Aug 2023
355|4|3,229|3,575,000|30 Jul 2024
356|4|3,229|4,020,000|27 Mar 2025
357|4|3,229|3,750,000|03 Jul 2026
359|4|3,282|3,378,888|30 Aug 2023
360|4|3,459|3,382,888|09 Sep 2023
361|4|3,482|3,700,000|23 Oct 2024
364|4|3,624|4,050,000|08 Oct 2025
367|4|3,564|4,125,000|12 Feb 2026
370|4|3,561|3,800,000|24 Jun 2026
371|4|3,554|3,400,888|30 Aug 2023
375|4|3,469|3,850,000|20 Mar 2025
376|4|3,435|3,322,888|28 Aug 2023
379|4|3,354|3,610,000|17 Sep 2024
383|4|3,413|4,100,000|24 Nov 2025
385|4|3,466|3,769,832|20 May 2024
386|4|3,442|4,050,000|18 Jun 2025
388|4|3,448|3,770,000|18 Mar 2025
390|4|3,448|3,950,000|08 Sep 2025
391|4|3,445|3,338,888|09 Sep 2023
392|4|3,441|3,322,888|25 Aug 2023
393|4|3,434|3,390,888|28 Aug 2023
394|4|3,503|3,650,000|30 Aug 2024
395|4|3,468|3,424,888|28 Aug 2023
396|4|3,398|3,514,888|09 Sep 2023
405|3|4,014|3,400,000|27 Feb 2024
407|3|3,975|3,500,000|26 Feb 2025
408|3|3,510|3,400,000|20 Mar 2025
411|3|3,229|3,400,000|27 Mar 2025
412|3|3,229|3,450,000|21 Oct 2025
414|3|3,229|2,945,888|08 Sep 2023
416|3|3,491|2,796,888|09 Sep 2023
418|3|3,642|2,807,888|06 Sep 2023
421|3|3,648|2,850,888|08 Sep 2023
423|3|3,521|3,150,000|30 Jan 2025
424|3|3,229|3,150,000|30 Jan 2025
425|3|3,229|2,817,888|29 Aug 2023
428|3|3,229|2,775,888|14 Nov 2023
429|3|3,229|2,817,888|15 Nov 2023
430|3|3,229|2,803,888|14 Nov 2023
431|3|3,229|3,550,000|05 Nov 2025
440|4|3,257|3,775,000|25 Nov 2024
442|4|3,257|3,501,888|05 Sep 2023
444|4|5,133|3,619,888|29 Aug 2023
445|5|5,024|4,725,000|04 Feb 2025
446|5|5,276|4,800,000|21 Nov 2024
450|5|5,323|5,450,000|23 Feb 2026
455|5|5,372|5,000,000|22 Apr 2025
456|5|5,368|4,900,000|12 Nov 2025
457|5|5,370|5,000,000|14 Mar 2025
461|5|5,457|4,900,000|20 Jun 2024
462|5|5,617|4,421,888|02 Nov 2023
463|5|5,304|4,750,000|24 Dec 2024
464|5|8,774|4,606,870|09 Sep 2023
465|5|9,268|4,754,888|21 Aug 2025
466|5|8,973|4,706,888|21 Aug 2025
469|5|5,515|4,800,000|26 Feb 2025
470|5|5,377|4,432,888|08 Sep 2023
472|5|5,368|4,356,879|01 Sep 2023
477|5|5,370|4,466,888|07 Sep 2023
478|5|5,370|4,431,888|29 Aug 2023
480|5|5,368|4,400,888|11 Oct 2023
481|5|5,407|4,485,888|29 Aug 2023
482|5|5,455|4,487,888|29 Aug 2023
483|5|5,357|4,505,888|08 Sep 2023
