002|4|3,284|3,443,888|05 Sep 2023
007|4|3,257|3,511,888|08 Sep 2023
010|4|3,633|3,865,000|11 Mar 2025
015|3|3,982|2,932,888|17 Sep 2023
020|3|3,229|3,135,000|27 Sep 2024
021|3|3,229|3,200,000|29 Mar 2024
024|3|3,231|3,000,000|11 Jun 2024
025|3|4,629|2,877,819|16 Oct 2023
026|3|4,776|2,862,470|08 Sep 2023
029|3|3,229|2,957,888|08 Sep 2023
032|3|3,229|3,500,000|28 Mar 2025
033|3|3,229|3,200,000|22 Nov 2024
039|3|3,229|3,414,036|18 Jul 2025
041|3|3,263|2,940,888|30 Aug 2023
046|3|3,229|2,941,888|28 Aug 2023
048|3|3,229|3,031,888|29 Aug 2023
052|3|3,229|2,941,888|27 Aug 2023
057|3|3,229|2,965,888|29 Aug 2023
059|3|3,229|2,937,888|28 Aug 2023
060|3|3,230|3,630,000|25 Aug 2025
063|4|3,495|3,532,888|06 Sep 2023
064|4|3,529|3,525,888|07 Sep 2023
065|4|3,558|3,401,888|28 Aug 2023
069|4|3,659|3,386,888|28 Aug 2023
070|4|3,653|1,670,444|04 Aug 2025
072|4|3,662|3,341,888|28 Aug 2023
076|4|3,639|3,537,000|01 Jul 2024
077|4|3,624|4,300,000|09 Nov 2025
078|4|3,650|1,714,944|04 Aug 2025
079|4|3,643|3,800,000|22 Aug 2024
080|4|3,549|3,700,000|13 Aug 2026
082|4|3,490|4,175,000|10 Dec 2025
083|4|3,437|3,850,000|11 Jun 2025
084|4|3,229|3,975,000|19 Aug 2025
085|4|3,229|3,950,000|27 Aug 2025
086|4|3,229|3,365,888|16 Oct 2023
087|4|3,591|3,950,000|08 Apr 2025
088|4|3,472|3,630,000|07 Jun 2024
089|4|3,555|4,000,000|15 Apr 2025
091|4|3,718|4,200,000|06 May 2025
093|4|3,755|4,250,000|06 Oct 2025
095|4|3,818|3,890,000|27 Feb 2025
097|4|3,856|4,400,000|28 Oct 2025
098|4|3,867|4,175,000|25 Feb 2025
099|4|3,871|3,531,219|09 Sep 2023
100|4|3,938|3,484,888|28 Aug 2023
102|4|3,994|3,720,000|13 Aug 2024
104|4|3,877|3,550,000|29 Apr 2024
106|4|3,305|3,505,888|29 Aug 2023
108|4|3,282|3,775,000|05 Dec 2024
110|4|3,313|4,000,000|27 Aug 2025
111|4|3,299|3,356,888|28 Aug 2023
112|4|3,291|3,950,000|09 Apr 2025
113|4|3,281|3,324,888|09 Sep 2023
114|4|3,273|3,500,000|09 May 2024
115|4|3,264|3,760,000|13 Dec 2024
116|4|3,255|3,501,888|08 Sep 2023
118|4|3,910|4,100,000|29 Apr 2025
121|4|3,302|4,050,000|29 Aug 2025
123|4|3,338|3,700,000|07 Oct 2024
124|4|3,355|3,404,888|28 Aug 2023
126|4|3,422|3,516,888|31 Aug 2023
127|4|3,435|3,337,888|28 Aug 2023
128|4|3,399|3,319,888|28 Aug 2023
129|4|3,367|3,600,000|09 May 2024
130|4|3,351|3,570,000|01 Aug 2024
131|4|3,323|3,800,000|12 Jun 2026
133|4|3,268|3,376,888|29 Aug 2023
135|4|3,236|3,550,000|16 Apr 2026
136|4|3,339|3,314,888|28 Aug 2023
137|4|3,405|3,334,888|29 Aug 2023
138|4|3,374|4,045,000|25 Dec 2025
140|4|3,233|3,970,000|22 Sep 2025
141|4|3,229|3,800,000|25 Feb 2025
142|4|4,353|3,551,888|12 Sep 2023
143|4|4,662|4,944,652|12 Mar 2025
144|4|3,229|3,500,000|24 Dec 2024
145|4|3,298|3,325,888|28 Aug 2023
146|4|3,319|1,656,444|29 Jan 2026
148|4|3,329|3,371,888|28 Aug 2023
149|4|3,330|3,700,000|13 Dec 2024
150|4|3,329|3,371,888|06 Feb 2024
151|4|3,324|3,328,888|25 Aug 2023
153|4|3,249|4,020,000|08 May 2025
157|4|3,418|3,550,000|25 Jun 2024
