193|5|9,221|9,920,888|22 Mar 2024
194|5|9,299|10,111,888|24 May 2024
195|5|9,318|10,113,888|23 May 2024
196|5|9,273|9,925,888|15 Apr 2024
197|5|9,538|9,815,888|15 Mar 2024
198|4|8,494|7,850,000|29 Sep 2025
199|4|8,715|7,689,219|15 Apr 2024
200|4|8,795|7,730,888|09 May 2024
201|4|9,411|7,789,888|11 Mar 2024
202|4|9,618|7,808,888|16 Apr 2024
203|5|9,211|9,883,888|23 Apr 2026
204|4|8,852|7,779,888|28 Mar 2024
205|5|9,319|9,870,450|04 Mar 2024
206|5|9,318|10,071,888|21 Mar 2024
207|5|9,161|9,829,888|18 Oct 2024
208|5|9,161|9,878,888|03 Oct 2024
209|5|9,161|9,779,888|24 May 2024
210|5|9,306|9,843,888|24 Oct 2024
211|5|9,468|9,760,888|30 Jul 2024
212|5|9,918|9,803,888|15 Apr 2024
213|4|8,778|7,772,888|12 Mar 2024
214|4|8,783|7,729,888|16 Apr 2024
215|4|8,783|7,689,950|22 Mar 2024
216|4|8,783|7,802,888|22 Mar 2024
217|4|8,783|7,729,888|25 Mar 2024
218|4|8,783|7,772,888|19 Jul 2024
219|4|8,913|7,630,170|16 May 2024
220|5|9,795|9,976,888|22 Jul 2024
221|5|9,776|10,488,888|23 May 2024
222|4|8,541|7,488,888|09 May 2024
223|4|8,538|7,310,888|01 May 2024
224|4|8,538|7,310,888|16 May 2024
225|4|8,538|7,269,888|15 Apr 2024
226|4|8,538|7,310,888|14 Mar 2024
227|4|8,538|7,310,888|28 Mar 2024
228|4|8,396|7,112,730|22 Mar 2024
229|4|8,396|7,297,888|15 Apr 2024
230|4|8,400|7,257,888|19 Apr 2024
231|4|9,442|7,351,888|11 Mar 2024
232|5|9,619|9,221,888|28 Mar 2024
233|4|9,772|8,068,500|20 Mar 2025
234|4|9,475|7,354,888|15 Apr 2024
235|4|9,510|7,357,888|30 Apr 2024
236|5|9,288|9,237,888|04 Sep 2024
237|4|8,793|7,292,888|25 Mar 2024
238|4|8,793|7,292,888|22 Mar 2024
239|4|8,793|7,333,888|22 Mar 2024
240|4|8,793|7,333,888|28 May 2024
241|4|8,798|7,600,000|23 Apr 2025
242|4|8,793|7,292,888|15 Apr 2024
243|4|8,793|7,333,888|02 May 2024
244|4|8,793|7,333,888|15 Apr 2024
245|5|9,722|9,276,888|13 Sep 2024
246|5|9,739|9,278,888|22 Jul 2024
247|5|9,417|9,000,888|07 Aug 2024
248|5|9,379|9,015,890|19 Apr 2024
249|5|9,465|9,253,888|05 Jul 2024
250|5|9,669|9,225,888|23 Jul 2024
251|4|8,924|7,345,888|22 Mar 2024
252|4|8,802|7,334,888|25 Mar 2024
253|4|8,802|7,293,888|03 Apr 2024
254|4|8,882|7,378,888|28 Mar 2024
255|4|8,853|7,449,888|09 May 2024
256|4|8,815|7,695,888|14 Mar 2024
