129|5|9,294|9,792,888|28 May 2024
130|5|9,597|9,772,888|15 Aug 2024
131|5|9,599|9,772,888|28 May 2024
132|5|9,596|9,871,888|13 Sep 2024
133|5|9,272|9,790,888|09 Aug 2024
134|5|9,875|10,800,000|09 Oct 2025
135|5|9,571|10,096,888|03 Jun 2024
136|5|9,515|8,100,000|08 Jun 2026
137|5|9,673|9,976,322|13 Mar 2025
138|5|9,909|12,000,000|04 Feb 2026
139|5|9,423|9,755,888|03 Sep 2024
140|5|9,237|9,738,888|03 Apr 2024
141|5|9,351|9,748,888|19 May 2024
142|4|8,982|7,748,888|16 May 2024
143|4|8,901|8,050,000|16 Feb 2026
144|4|8,923|7,786,888|03 Apr 2024
145|4|8,793|8,004,846|08 Aug 2025
146|5|9,799|9,884,888|15 Apr 2024
147|5|9,781|9,500,000|23 Jul 2026
148|5|9,846|9,845,888|22 Mar 2024
149|5|9,970|10,270,888|14 May 2024
150|4|8,964|8,010,888|22 Mar 2024
151|4|8,901|7,740,888|15 Apr 2024
152|4|8,893|7,734,759|21 May 2024
153|4|8,800|7,769,409|08 Mar 2024
154|4|8,800|7,619,390|22 May 2024
155|4|8,801|7,850,000|12 Dec 2024
156|5|9,745|9,786,888|15 Apr 2024
157|5|9,829|9,794,888|15 Apr 2024
158|5|9,808|9,792,888|17 Jul 2024
159|5|9,619|9,823,888|17 Jul 2024
160|5|9,619|9,725,649|03 Oct 2024
161|5|9,619|9,774,888|12 Sep 2024
162|5|9,627|10,102,888|06 May 2024
163|5|9,160|10,056,888|22 May 2024
164|4|8,901|7,784,888|14 Mar 2024
165|4|9,605|7,851,888|01 Apr 2024
166|5|9,595|9,772,888|11 Mar 2024
167|4|9,810|7,821,888|22 May 2024
168|4|8,709|7,722,888|15 Apr 2024
169|5|9,766|9,603,888|31 Jul 2024
170|5|9,346|9,612,888|09 Jul 2024
171|5|9,302|10,255,888|15 Mar 2024
172|5|9,309|10,255,888|21 Mar 2024
173|5|9,317|9,609,888|15 May 2024
174|5|9,607|9,589,888|21 Mar 2024
175|5|9,523|10,277,888|24 Jun 2024
176|5|9,258|10,158,888|15 Apr 2024
177|4|9,549|7,949,888|12 Mar 2024
178|4|10,259|7,852,888|03 Jul 2024
179|5|9,812|9,977,888|15 Apr 2024
180|5|9,463|10,178,888|03 Apr 2024
181|5|9,444|10,269,888|03 Apr 2024
182|4|9,502|7,714,450|15 Apr 2024
183|4|9,531|8,014,929|11 Mar 2024
184|5|9,230|9,991,691|18 Mar 2024
185|4|8,393|7,581,170|07 May 2024
186|4|8,641|7,759,888|28 Mar 2024
187|5|9,503|9,947,888|25 Mar 2024
188|5|9,734|10,154,888|28 Mar 2024
189|5|9,549|10,136,888|21 Mar 2024
190|5|9,418|9,989,888|21 Mar 2024
191|5|9,418|9,755,888|30 Jul 2024
192|5|9,121|9,775,888|08 Mar 2024
