001|4|9,628|8,001,888|22 Mar 2024
002|4|8,747|7,653,888|23 Apr 2024
003|4|8,747|7,696,888|15 Apr 2024
004|4|8,805|7,658,888|15 Apr 2024
005|4|8,922|7,639,888|15 Apr 2024
006|4|8,760|7,508,888|22 Mar 2024
007|4|8,707|7,472,888|03 Apr 2024
008|5|9,774|9,281,888|25 Mar 2024
009|4|8,625|7,501,888|05 Sep 2024
010|4|8,625|7,459,888|08 Mar 2024
011|4|8,625|7,501,888|21 Jul 2025
012|4|8,676|7,506,888|13 May 2026
013|5|9,678|9,250,000|15 Aug 2025
014|5|9,932|9,528,888|22 May 2024
015|5|9,857|9,473,888|22 Jul 2024
016|5|9,823|9,470,888|01 Jul 2024
017|5|9,890|9,291,888|12 Aug 2024
018|4|8,516|7,308,888|15 Mar 2024
019|5|9,933|9,343,888|14 Nov 2024
020|5|9,931|9,249,888|22 Aug 2024
021|5|9,910|9,500,000|08 Dec 2025
022|5|9,983|8,974,932|07 Oct 2024
023|5|9,941|10,350,000|20 Nov 2025
024|5|9,903|10,263,888|22 May 2024
025|5|9,927|9,803,888|15 Apr 2024
026|5|9,834|10,063,239|25 Mar 2024
027|5|9,830|10,215,888|30 Jul 2024
028|5|9,922|9,902,888|17 Oct 2024
029|5|9,912|10,275,888|18 Oct 2024
030|5|9,784|10,210,888|15 Mar 2024
031|5|9,784|10,210,888|15 Apr 2024
032|5|9,784|10,488,888|21 Mar 2024
033|5|9,903|9,795,939|14 Mar 2024
034|5|9,938|10,225,888|21 Mar 2024
035|5|10,455|10,319,888|13 May 2024
036|4|8,991|7,639,888|08 May 2024
037|4|8,968|7,720,000|24 Apr 2025
038|5|9,596|9,635,888|18 Jul 2024
039|5|9,638|10,145,888|19 Jul 2024
040|5|9,680|10,149,888|01 Jul 2024
041|5|9,722|10,297,888|19 Apr 2024
042|5|9,795|9,053,130|15 Jul 2024
043|5|9,795|9,377,888|18 Dec 2024
044|5|9,795|9,377,888|03 Oct 2024
045|5|9,795|9,331,888|17 Oct 2024
046|5|9,795|9,331,888|23 Oct 2024
047|5|9,795|9,377,888|02 Oct 2024
048|5|9,795|9,283,888|09 Sep 2024
049|5|9,795|9,331,888|03 Oct 2024
050|5|9,795|9,377,888|23 Sep 2024
051|5|9,795|9,331,888|10 Oct 2024
052|5|9,795|9,377,888|06 Nov 2024
053|5|9,795|9,377,888|27 Sep 2024
054|5|9,795|9,283,888|14 Aug 2024
055|5|9,795|9,283,888|16 May 2024
056|5|9,795|9,237,888|15 Apr 2024
057|5|9,795|9,283,888|16 Apr 2024
058|5|9,795|9,283,888|16 Apr 2024
059|5|9,869|9,243,888|16 Apr 2024
060|5|9,874|9,244,888|16 Apr 2024
061|5|9,891|9,245,888|23 Apr 2024
062|5|9,621|8,600,000|19 Jun 2026
063|5|9,682|8,500,000|25 Jun 2026
064|4|8,522|7,559,644|21 Aug 2025
