165|4|3,321|3,381,888|09 Sep 2023
172|4|3,318|4,050,000|29 Sep 2025
174|4|3,545|3,526,888|31 Aug 2023
175|4|3,674|3,515,000|07 May 2026
176|4|3,947|3,485,888|09 Sep 2023
179|4|3,808|3,368,888|09 Sep 2023
181|4|3,790|3,800,000|19 Feb 2025
184|4|3,425|3,379,888|25 Aug 2023
189|5|6,189|4,825,000|03 Jun 2024
200|5|4,844|4,313,319|06 Sep 2023
204|5|4,726|4,660,000|02 Jun 2026
207|5|4,785|4,700,000|07 Mar 2025
208|5|4,715|5,072,128|12 May 2025
212|5|4,562|4,363,888|08 Sep 2023
215|5|4,567|4,335,888|30 Aug 2023
220|5|4,536|4,440,888|09 Sep 2023
222|5|4,543|5,400,000|20 Nov 2025
223|5|4,547|4,811,120|19 Aug 2024
226|5|4,856|4,467,888|28 Aug 2023
228|5|4,853|4,900,000|20 Mar 2025
230|5|4,489|4,880,000|11 Jun 2025
233|5|4,504|5,000,000|27 Jan 2025
234|5|4,531|5,000,000|24 Feb 2025
235|5|4,874|4,463,888|30 Aug 2023
237|5|4,493|4,780,000|06 Feb 2025
238|5|4,485|5,060,000|15 May 2025
239|5|4,484|4,773,008|06 May 2024
240|5|4,499|4,770,001|06 May 2024
242|5|4,475|4,435,888|09 Oct 2023
244|5|4,476|4,356,888|04 Sep 2023
246|5|4,873|5,025,000|12 Jun 2025
247|5|4,882|4,401,888|25 Aug 2023
248|5|4,491|4,500,888|08 Sep 2023
251|5|4,514|4,353,888|05 Sep 2023
252|5|4,523|5,000,000|03 Jun 2025
255|5|4,558|4,800,000|28 Apr 2025
256|5|4,568|5,000,000|03 Oct 2025
259|4|3,229|4,275,000|30 Dec 2025
261|4|3,774|3,600,000|29 Apr 2024
263|4|3,838|4,050,000|13 Oct 2025
265|4|3,937|3,379,888|09 Oct 2023
267|4|3,904|4,000,000|10 Apr 2025
268|4|3,605|3,500,000|15 Apr 2024
269|4|3,326|3,381,888|04 Sep 2023
270|4|3,343|3,850,000|19 May 2025
271|4|3,337|4,200,000|18 May 2025
272|4|3,372|3,835,000|16 Jan 2025
273|4|3,360|3,950,000|27 May 2025
274|4|3,382|3,317,888|09 Sep 2023
276|4|3,381|4,080,000|29 Oct 2025
282|4|3,392|3,318,888|08 Sep 2023
283|4|3,391|3,500,000|02 Jun 2026
284|4|3,390|3,750,000|19 Jun 2026
285|4|3,387|3,900,000|20 Dec 2024
286|4|3,384|3,800,000|10 Oct 2024
290|4|3,988|3,950,000|24 Jun 2026
291|4|3,970|3,375,010|28 Aug 2023
296|4|3,344|3,403,888|28 Aug 2023
297|4|3,713|3,391,888|30 Aug 2023
299|4|4,269|3,407,888|28 Aug 2023
301|4|4,220|3,850,000|24 Sep 2024
302|4|3,354|4,100,000|12 Dec 2025
303|4|3,322|3,630,000|16 Oct 2024
304|4|3,653|3,730,000|12 Nov 2024
305|4|3,588|4,050,000|02 Apr 2026
309|4|3,229|4,350,000|26 Nov 2025
311|4|3,335|4,000,000|17 Jun 2026
312|4|3,339|3,875,000|20 May 2026
313|4|3,344|4,150,000|13 Feb 2026
314|4|3,348|4,150,000|18 Mar 2026
315|4|3,487|3,700,000|08 May 2026
316|4|3,319|3,654,000|27 May 2024
319|4|3,487|3,456,888|04 Mar 2024
320|4|3,401|3,438,888|04 Mar 2024
321|4|3,366|4,000,000|13 Jul 2026
323|4|3,374|3,332,888|31 Aug 2023
324|4|3,419|4,100,000|17 Nov 2025
326|4|3,390|3,318,888|28 Aug 2023
327|4|3,394|3,387,888|27 Aug 2023
328|4|3,397|3,950,000|14 Jul 2026
329|4|3,398|3,387,888|27 Feb 2024
331|4|3,398|3,575,000|07 Aug 2024
332|4|3,498|3,418,888|29 Aug 2023
333|4|4,150|3,545,888|01 Sep 2023
336|4|3,388|3,725,000|13 Mar 2025
